[2026-01-12 01:43:17] ============================================================
[2026-01-12 01:43:17] 🚀 DUELING DOUBLE DQN + DUAL HEAD TRAINING
[2026-01-12 01:43:17]    Device: cuda
[2026-01-12 01:43:17]    Action Size: 8, Duration Size: 6
[2026-01-12 01:43:17]    Loss: action_loss + 0.2 * duration_loss
[2026-01-12 01:43:17]    Layer: 3, MaxSize: 2048, LR: 0.001
[2026-01-12 01:43:17]    Log File: DDDQN_DualHead_log_lr_0_001_L3_S2048.txt
[2026-01-12 01:43:17] ============================================================
[2026-01-12 01:43:19] 
📊 Training started at 01:43:19
[2026-01-12 01:43:19] ------------------------------------------------------------
[2026-01-12 01:49:35] [Ep  9400] Goal:   0 | Seg: 1 | ε: 0.100 | Reward:   -151.9 | A_Loss: 30.200 | D_Loss: 30.199 | Speed: 23.9 ep/s | Avg Speed:  67.95 km/h | Time: 01:49:35
[2026-01-12 01:49:39] [Ep  9500] Goal:   0 | Seg: 1 | ε: 0.100 | Reward:   -157.6 | A_Loss: 30.115 | D_Loss: 30.111 | Speed: 24.2 ep/s | Avg Speed:  66.97 km/h | Time: 01:49:39
[2026-01-12 01:49:43] [Ep  9600] Goal:   0 | Seg: 1 | ε: 0.100 | Reward:   -152.3 | A_Loss: 30.126 | D_Loss: 30.119 | Speed: 23.8 ep/s | Avg Speed:  67.72 km/h | Time: 01:49:43
[2026-01-12 01:49:48] [Ep  9700] Goal:   0 | Seg: 1 | ε: 0.100 | Reward:   -157.2 | A_Loss: 29.655 | D_Loss: 29.639 | Speed: 23.9 ep/s | Avg Speed:  66.58 km/h | Time: 01:49:48
[2026-01-12 01:49:52] [Ep  9800] Goal:   0 | Seg: 1 | ε: 0.100 | Reward:   -158.4 | A_Loss: 30.549 | D_Loss: 30.537 | Speed: 24.1 ep/s | Avg Speed:  64.97 km/h | Time: 01:49:52
[2026-01-12 01:49:56] [Ep  9900] Goal:   0 | Seg: 0 | ε: 0.100 | Reward:   -153.4 | A_Loss: 30.014 | D_Loss: 29.994 | Speed: 24.0 ep/s | Avg Speed:  67.48 km/h | Time: 01:49:56
[2026-01-12 01:50:00] [Ep 10000] Goal:   0 | Seg: 1 | ε: 0.100 | Reward:   -158.1 | A_Loss: 30.154 | D_Loss: 30.124 | Speed: 24.0 ep/s | Avg Speed:  67.06 km/h | Time: 01:50:00
[2026-01-12 01:50:04] [Ep 10100] Goal:   0 | Seg: 1 | ε: 0.100 | Reward:   -157.9 | A_Loss: 30.191 | D_Loss: 30.163 | Speed: 24.2 ep/s | Avg Speed:  67.12 km/h | Time: 01:50:04
[2026-01-12 01:50:08] [Ep 10200] Goal:   0 | Seg: 1 | ε: 0.100 | Reward:   -154.6 | A_Loss: 30.015 | D_Loss: 29.971 | Speed: 24.2 ep/s | Avg Speed:  67.94 km/h | Time: 01:50:08
[2026-01-12 01:50:12] [Ep 10300] Goal:   0 | Seg: 1 | ε: 0.100 | Reward:   -157.0 | A_Loss: 30.068 | D_Loss: 30.033 | Speed: 24.1 ep/s | Avg Speed:  67.33 km/h | Time: 01:50:12
[2026-01-12 01:50:17] [Ep 10400] Goal:   0 | Seg: 1 | ε: 0.100 | Reward:   -158.0 | A_Loss: 30.263 | D_Loss: 30.226 | Speed: 23.7 ep/s | Avg Speed:  66.82 km/h | Time: 01:50:17
[2026-01-12 01:50:21] [Ep 10500] Goal:   0 | Seg: 1 | ε: 0.100 | Reward:   -151.1 | A_Loss: 29.883 | D_Loss: 29.843 | Speed: 24.6 ep/s | Avg Speed:  68.70 km/h | Time: 01:50:21
[2026-01-12 01:50:25] [Ep 10600] Goal:   0 | Seg: 1 | ε: 0.100 | Reward:   -154.2 | A_Loss: 30.062 | D_Loss: 30.019 | Speed: 23.9 ep/s | Avg Speed:  68.09 km/h | Time: 01:50:25
[2026-01-12 01:50:29] [Ep 10700] Goal:   0 | Seg: 1 | ε: 0.100 | Reward:   -154.4 | A_Loss: 30.479 | D_Loss: 30.432 | Speed: 23.6 ep/s | Avg Speed:  67.98 km/h | Time: 01:50:29
[2026-01-12 01:50:33] [Ep 10800] Goal:   0 | Seg: 1 | ε: 0.100 | Reward:   -159.3 | A_Loss: 30.085 | D_Loss: 30.037 | Speed: 24.1 ep/s | Avg Speed:  66.02 km/h | Time: 01:50:33
[2026-01-12 01:50:37] [Ep 10900] Goal:   0 | Seg: 0 | ε: 0.100 | Reward:   -159.4 | A_Loss: 30.392 | D_Loss: 30.353 | Speed: 24.0 ep/s | Avg Speed:  66.33 km/h | Time: 01:50:37
[2026-01-12 01:50:42] [Ep 11000] Goal:   0 | Seg: 0 | ε: 0.100 | Reward:   -154.6 | A_Loss: 30.337 | D_Loss: 30.296 | Speed: 24.2 ep/s | Avg Speed:  67.70 km/h | Time: 01:50:42
[2026-01-12 01:50:46] [Ep 11100] Goal:   0 | Seg: 0 | ε: 0.100 | Reward:   -156.0 | A_Loss: 30.115 | D_Loss: 30.071 | Speed: 24.3 ep/s | Avg Speed:  66.53 km/h | Time: 01:50:46
[2026-01-12 01:50:50] [Ep 11200] Goal:   0 | Seg: 1 | ε: 0.100 | Reward:   -150.1 | A_Loss: 30.195 | D_Loss: 30.138 | Speed: 23.6 ep/s | Avg Speed:  67.93 km/h | Time: 01:50:50
[2026-01-12 01:50:54] [Ep 11300] Goal:   0 | Seg: 1 | ε: 0.100 | Reward:   -149.0 | A_Loss: 30.634 | D_Loss: 30.579 | Speed: 23.5 ep/s | Avg Speed:  69.57 km/h | Time: 01:50:54
[2026-01-12 01:50:58] [Ep 11400] Goal:   0 | Seg: 1 | ε: 0.100 | Reward:   -152.5 | A_Loss: 30.079 | D_Loss: 30.026 | Speed: 24.0 ep/s | Avg Speed:  68.05 km/h | Time: 01:50:58
[2026-01-12 01:51:02] [Ep 11500] Goal:   0 | Seg: 1 | ε: 0.100 | Reward:   -155.9 | A_Loss: 30.319 | D_Loss: 30.269 | Speed: 24.7 ep/s | Avg Speed:  65.87 km/h | Time: 01:51:02
[2026-01-12 01:51:07] [Ep 11600] Goal:   0 | Seg: 0 | ε: 0.100 | Reward:   -155.9 | A_Loss: 29.952 | D_Loss: 29.910 | Speed: 24.0 ep/s | Avg Speed:  66.93 km/h | Time: 01:51:07
[2026-01-12 01:51:11] [Ep 11700] Goal:   0 | Seg: 1 | ε: 0.100 | Reward:   -154.0 | A_Loss: 30.157 | D_Loss: 30.107 | Speed: 24.0 ep/s | Avg Speed:  67.30 km/h | Time: 01:51:11
[2026-01-12 01:51:15] [Ep 11800] Goal:   0 | Seg: 1 | ε: 0.100 | Reward:   -155.4 | A_Loss: 30.914 | D_Loss: 30.856 | Speed: 23.9 ep/s | Avg Speed:  67.35 km/h | Time: 01:51:15
[2026-01-12 01:51:19] [Ep 11900] Goal:   0 | Seg: 1 | ε: 0.100 | Reward:   -158.5 | A_Loss: 30.104 | D_Loss: 30.047 | Speed: 23.8 ep/s | Avg Speed:  67.26 km/h | Time: 01:51:19
[2026-01-12 01:51:23] [Ep 12000] Goal:   0 | Seg: 1 | ε: 0.100 | Reward:   -154.2 | A_Loss: 30.671 | D_Loss: 30.607 | Speed: 23.9 ep/s | Avg Speed:  67.67 km/h | Time: 01:51:23
[2026-01-12 01:51:27] [Ep 12100] Goal:   0 | Seg: 1 | ε: 0.100 | Reward:   -153.7 | A_Loss: 30.119 | D_Loss: 30.057 | Speed: 23.9 ep/s | Avg Speed:  67.22 km/h | Time: 01:51:27
[2026-01-12 01:51:32] [Ep 12200] Goal:   0 | Seg: 1 | ε: 0.100 | Reward:   -154.6 | A_Loss: 30.841 | D_Loss: 30.772 | Speed: 23.8 ep/s | Avg Speed:  68.63 km/h | Time: 01:51:32
[2026-01-12 01:51:36] [Ep 12300] Goal:   0 | Seg: 1 | ε: 0.100 | Reward:   -153.6 | A_Loss: 30.266 | D_Loss: 30.198 | Speed: 23.8 ep/s | Avg Speed:  66.91 km/h | Time: 01:51:36
[2026-01-12 01:51:40] [Ep 12400] Goal:   0 | Seg: 0 | ε: 0.100 | Reward:   -154.5 | A_Loss: 30.951 | D_Loss: 30.864 | Speed: 23.8 ep/s | Avg Speed:  67.64 km/h | Time: 01:51:40
